state	yr	qtr	index_nsa	index_sa	Warning
ME	2007	4	217.42	218.26	
ME	2008	1	213.53	215.38	
ME	2008	2	213.51	213.93	
ME	2008	3	211.92	211.98	
ME	2008	4	204.28	204.76	
ME	2009	1	208.66	210.51	
ME	2009	2	208.23	208.94	
ME	2009	3	203.77	203.77	
ME	2009	4	202.38	202.62	
ME	2010	1	200.84	202.62	
ME	2010	2	198.00	198.95	
ME	2010	3	201.28	201.17	
ME	2010	4	199.29	199.41	
ME	2011	1	193.76	195.45	
ME	2011	2	193.81	195.03	
ME	2011	3	197.67	197.26	
ME	2011	4	197.27	197.47	
ME	2012	1	192.85	194.62	
ME	2012	2	193.19	194.48	
ME	2012	3	193.06	192.31	
ME	2012	4	197.40	197.84	
ME	2013	1	199.37	201.37	
ME	2013	2	199.03	200.21	
ME	2013	3	201.03	199.92	
ME	2013	4	197.15	197.88	
ME	2014	1	199.79	202.05	
ME	2014	2	201.69	202.63	
ME	2014	3	206.66	205.19	
ME	2014	4	202.45	203.56	
ME	2015	1	201.65	204.13	
ME	2015	2	210.57	211.36	
ME	2015	3	210.99	209.18	
ME	2015	4	209.34	210.69	
ME	2016	1	210.29	213.16	
ME	2016	2	214.80	215.44	
ME	2016	3	219.97	217.82	
ME	2016	4	224.16	225.78	
ME	2017	1	221.27	224.46	
ME	2017	2	227.60	228.12	
ME	2017	3	234.99	232.70	
ME	2017	4	232.78	234.38	
ME	2018	1	235.89	239.57	
ME	2018	2	243.01	243.35	
ME	2018	3	249.46	246.97	
ME	2018	4	248.95	250.78	
ME	2019	1	251.21	255.40	
ME	2019	2	257.90	257.82	
ME	2019	3	265.58	262.97	
ME	2019	4	265.19	267.20	
ME	2020	1	268.79	273.90	
ME	2020	2	277.46	276.58	
ME	2020	3	289.29	286.34	
ME	2020	4	303.04	305.81	
ME	2021	1	310.63	317.06	
ME	2021	2	339.00	336.92	
ME	2021	3	357.61	353.98	
ME	2021	4	364.27	368.15	
ME	2022	1	376.29	384.51	
ME	2022	2	411.31	407.88	
ME	2022	3	409.26	404.86	
ME	2022	4	409.07	414.42	
ME	2023	1	410.21	419.02	
ME	2023	2	440.20	435.92	
ME	2023	3	453.86	448.95	
ME	2023	4	439.27	445.78	
ME	2024	1	452.39	461.69	
ME	2024	2	469.56	464.86	
ME	2024	3	476.24	470.97	
ME	2024	4	470.50	478.19	
ME	2025	1	483.53	492.81	
MI	1991	1	100.00	100.00	
MI	1991	2	101.75	100.67	
MI	1991	3	102.02	101.21	
MI	1991	4	102.45	102.16	
MI	1992	1	103.69	103.70	
MI	1992	2	104.78	103.68	
MI	1992	3	105.53	104.67	
MI	1992	4	106.10	105.81	
MI	1993	1	105.52	105.55	
MI	1993	2	107.92	106.78	
MI	1993	3	108.73	107.81	
MI	1993	4	109.40	109.14	
MI	1994	1	110.45	110.48	
MI	1994	2	113.06	111.88	
MI	1994	3	114.60	113.57	
MI	1994	4	115.58	115.35	
MI	1995	1	117.59	117.61	
MI	1995	2	121.24	119.97	
MI	1995	3	123.59	122.46	
MI	1995	4	125.27	125.07	
MI	1996	1	127.57	127.58	
MI	1996	2	131.39	130.01	
MI	1996	3	133.63	132.38	
MI	1996	4	134.62	134.44	
MI	1997	1	136.64	136.65	
MI	1997	2	140.13	138.65	
MI	1997	3	141.63	140.29	
MI	1997	4	142.75	142.57	
MI	1998	1	144.60	144.62	
MI	1998	2	148.59	147.03	
MI	1998	3	150.92	149.44	
MI	1998	4	152.43	152.28	
MI	1999	1	154.82	154.83	
MI	1999	2	158.88	157.26	
MI	1999	3	161.46	159.77	
MI	1999	4	162.45	162.33	
MI	2000	1	165.30	165.33	
MI	2000	2	169.91	168.24	
MI	2000	3	172.51	170.60	
MI	2000	4	172.69	172.56	
MI	2001	1	174.75	174.82	
MI	2001	2	178.30	176.61	
MI	2001	3	180.93	178.85	
MI	2001	4	180.76	180.56	
MI	2002	1	182.14	182.35	
MI	2002	2	185.90	184.13	
MI	2002	3	187.40	185.22	
MI	2002	4	187.86	187.54	
MI	2003	1	188.51	188.89	
MI	2003	2	191.46	189.60	
MI	2003	3	194.19	191.86	
MI	2003	4	193.71	193.32	
MI	2004	1	194.28	194.93	
MI	2004	2	198.03	195.94	
MI	2004	3	199.54	197.07	
MI	2004	4	198.96	198.59	
MI	2005	1	198.63	199.55	
MI	2005	2	202.12	199.73	
MI	2005	3	202.59	200.02	
MI	2005	4	199.11	198.85	
MI	2006	1	195.47	196.60	
MI	2006	2	197.99	195.33	
MI	2006	3	195.40	192.96	
MI	2006	4	190.44	190.25	
MI	2007	1	186.79	188.05	
MI	2007	2	187.16	184.42	
MI	2007	3	181.23	179.06	
MI	2007	4	172.41	172.04	
MI	2008	1	166.21	167.70	
MI	2008	2	163.83	161.29	
MI	2008	3	158.58	156.71	
MI	2008	4	150.94	150.18	
MI	2009	1	154.13	156.14	
MI	2009	2	152.81	150.43	
MI	2009	3	149.03	147.03	
MI	2009	4	146.50	145.35	
MI	2010	1	140.83	143.38	
MI	2010	2	145.63	143.38	
MI	2010	3	144.53	142.10	
MI	2010	4	142.80	141.65	
MI	2011	1	135.17	138.05	
MI	2011	2	138.62	136.55	
MI	2011	3	141.59	138.59	
MI	2011	4	140.31	139.60	
MI	2012	1	136.93	139.91	
MI	2012	2	146.46	144.21	
MI	2012	3	150.05	146.48	
MI	2012	4	149.49	149.34	
MI	2013	1	151.06	154.05	
MI	2013	2	160.44	157.92	
MI	2013	3	164.62	160.62	
MI	2013	4	162.12	162.41	
MI	2014	1	162.63	165.48	
MI	2014	2	170.45	167.70	
MI	2014	3	175.21	171.15	
MI	2014	4	173.10	173.57	
MI	2015	1	172.36	175.00	
MI	2015	2	181.97	178.99	
MI	2015	3	183.61	179.69	
MI	2015	4	183.01	183.60	
MI	2016	1	183.41	185.78	
MI	2016	2	191.39	188.27	
MI	2016	3	195.89	192.01	
MI	2016	4	194.48	195.25	
MI	2017	1	197.24	199.36	
MI	2017	2	206.46	203.00	
MI	2017	3	210.21	206.45	
MI	2017	4	209.28	210.16	
MI	2018	1	213.16	215.08	
MI	2018	2	221.80	218.02	
MI	2018	3	224.96	221.31	
MI	2018	4	223.86	224.72	
MI	2019	1	225.61	227.59	
MI	2019	2	234.97	230.73	
MI	2019	3	237.11	233.57	
MI	2019	4	236.47	237.41	
MI	2020	1	240.04	242.12	
MI	2020	2	247.50	242.69	
MI	2020	3	257.11	253.41	
MI	2020	4	262.80	264.20	
MI	2021	1	271.37	273.68	
MI	2021	2	290.31	284.24	
MI	2021	3	299.25	294.85	
MI	2021	4	302.35	304.58	
MI	2022	1	313.60	316.18	
MI	2022	2	329.80	322.58	
MI	2022	3	327.44	322.42	
MI	2022	4	321.61	324.42	
MI	2023	1	327.53	330.30	
MI	2023	2	344.84	337.30	
MI	2023	3	352.80	346.94	
MI	2023	4	352.27	355.52	
MI	2024	1	353.48	356.71	
MI	2024	2	373.31	365.22	
MI	2024	3	377.29	370.62	
MI	2024	4	368.99	372.49	
MI	2025	1	378.00	381.62	
MN	1991	1	100.00	100.00	
MN	1991	2	99.22	98.64	
MN	1991	3	99.84	99.09	
MN	1991	4	100.23	100.15	
MN	1992	1	101.09	101.12	
MN	1992	2	102.59	101.99	
MN	1992	3	104.11	103.31	
MN	1992	4	104.32	104.22	
MN	1993	1	105.21	105.31	
MN	1993	2	107.43	106.78	
MN	1993	3	108.90	108.03	
MN	1993	4	109.37	109.23	
MN	1994	1	110.84	111.06	
MN	1994	2	112.63	111.92	
MN	1994	3	113.34	112.36	
MN	1994	4	113.59	113.45	
MN	1995	1	113.50	113.81	
MN	1995	2	116.04	115.30	
MN	1995	3	118.25	117.15	
MN	1995	4	118.81	118.65	
MN	1996	1	119.44	119.85	
MN	1996	2	122.27	121.48	
MN	1996	3	123.44	122.20	
MN	1996	4	124.15	124.05	
MN	1997	1	124.64	125.13	
MN	1997	2	126.68	125.82	
MN	1997	3	128.62	127.24	
MN	1997	4	128.31	128.27	
MN	1998	1	129.81	130.37	
MN	1998	2	133.52	132.57	
MN	1998	3	137.19	135.61	
MN	1998	4	138.78	138.88	
MN	1999	1	141.07	141.70	
MN	1999	2	147.20	146.08	
MN	1999	3	151.12	149.31	
MN	1999	4	152.81	153.03	
MN	2000	1	156.91	157.65	
MN	2000	2	163.34	162.02	
MN	2000	3	168.27	166.22	
MN	2000	4	170.75	171.09	
MN	2001	1	175.07	175.91	
MN	2001	2	182.31	180.77	
MN	2001	3	187.54	185.27	
MN	2001	4	188.24	188.61	
MN	2002	1	191.73	192.65	
MN	2002	2	199.29	197.60	
MN	2002	3	204.58	202.14	
MN	2002	4	206.01	206.38	
MN	2003	1	209.80	210.80	
MN	2003	2	216.18	214.33	
MN	2003	3	220.55	217.99	
MN	2003	4	223.02	223.40	
MN	2004	1	225.68	226.72	
MN	2004	2	232.05	230.04	
MN	2004	3	237.08	234.40	
MN	2004	4	237.24	237.66	
MN	2005	1	239.22	240.28	
MN	2005	2	245.94	243.78	
MN	2005	3	249.79	246.96	
MN	2005	4	249.67	250.17	
MN	2006	1	249.06	250.20	
MN	2006	2	252.23	249.94	
MN	2006	3	251.16	248.29	
MN	2006	4	247.07	247.43	
MN	2007	1	247.74	249.25	
MN	2007	2	249.37	246.93	
MN	2007	3	245.76	242.87	
MN	2007	4	236.84	236.86	
MN	2008	1	230.88	232.98	
MN	2008	2	228.35	225.95	
MN	2008	3	224.76	221.93	
MN	2008	4	214.67	214.21	
MN	2009	1	213.99	216.87	
MN	2009	2	215.85	213.42	
MN	2009	3	212.89	209.87	
MN	2009	4	210.98	210.17	
MN	2010	1	203.81	207.42	
MN	2010	2	210.93	208.41	
MN	2010	3	208.21	204.86	
MN	2010	4	203.54	202.60	
MN	2011	1	190.11	194.15	
MN	2011	2	194.79	192.24	
MN	2011	3	196.94	193.44	
MN	2011	4	195.15	194.39	
MN	2012	1	190.12	194.46	
MN	2012	2	200.97	198.09	
MN	2012	3	205.79	201.94	
MN	2012	4	205.65	205.27	
MN	2013	1	205.16	209.74	
MN	2013	2	215.94	212.58	
MN	2013	3	222.32	218.15	
MN	2013	4	218.02	218.26	
MN	2014	1	217.94	222.28	
MN	2014	2	227.67	223.89	
MN	2014	3	227.94	223.83	
MN	2014	4	225.81	226.71	
MN	2015	1	223.25	227.00	
MN	2015	2	236.94	232.83	
MN	2015	3	238.61	234.65	
MN	2015	4	237.53	238.95	
MN	2016	1	238.75	242.05	
MN	2016	2	248.98	244.59	
MN	2016	3	253.10	249.25	
MN	2016	4	250.58	252.42	
MN	2017	1	254.34	257.13	
MN	2017	2	265.34	260.77	
MN	2017	3	267.93	264.17	
MN	2017	4	266.05	268.20	
MN	2018	1	271.35	273.77	
MN	2018	2	281.70	276.90	
MN	2018	3	284.61	280.88	
MN	2018	4	280.98	283.43	
MN	2019	1	287.19	289.35	
MN	2019	2	295.43	290.33	
MN	2019	3	298.12	294.46	
MN	2019	4	296.75	299.42	
MN	2020	1	301.26	303.50	
MN	2020	2	311.83	306.08	
MN	2020	3	319.15	315.47	
MN	2020	4	325.03	328.12	
MN	2021	1	334.85	337.37	
MN	2021	2	356.49	349.57	
MN	2021	3	363.32	359.18	
MN	2021	4	365.49	369.15	
MN	2022	1	375.87	378.89	
MN	2022	2	396.21	388.19	
MN	2022	3	389.75	385.22	
MN	2022	4	382.46	386.50	
MN	2023	1	387.32	390.56	
MN	2023	2	407.03	398.68	
MN	2023	3	406.76	401.84	
MN	2023	4	398.95	403.27	
MN	2024	1	406.55	410.12	
MN	2024	2	419.63	411.00	
MN	2024	3	423.01	417.71	
MN	2024	4	417.73	422.31	
MN	2025	1	420.05	423.78	
MO	1991	1	100.00	100.00	
MO	1991	2	100.95	100.37	
MO	1991	3	101.26	100.33	
MO	1991	4	102.11	101.75	
MO	1992	1	102.39	102.37	
MO	1992	2	103.40	102.82	
MO	1992	3	104.13	103.17	
MO	1992	4	104.15	103.79	
MO	1993	1	103.96	103.92	
MO	1993	2	106.28	105.71	
MO	1993	3	108.30	107.28	
MO	1993	4	108.97	108.62	
MO	1994	1	110.34	110.26	
MO	1994	2	112.15	111.57	
MO	1994	3	113.70	112.62	
MO	1994	4	113.84	113.51	
MO	1995	1	114.96	114.82	
MO	1995	2	116.51	115.92	
MO	1995	3	118.67	117.56	
MO	1995	4	119.05	118.72	
MO	1996	1	119.36	119.18	
MO	1996	2	121.78	121.16	
MO	1996	3	123.00	121.87	
MO	1996	4	123.65	123.33	
MO	1997	1	124.74	124.56	
MO	1997	2	125.60	124.89	
MO	1997	3	126.99	125.87	
MO	1997	4	127.34	127.01	
MO	1998	1	128.64	128.51	
MO	1998	2	130.96	130.11	
MO	1998	3	133.07	131.93	
MO	1998	4	134.40	134.05	
MO	1999	1	136.08	136.04	
MO	1999	2	138.80	137.77	
MO	1999	3	140.77	139.61	
MO	1999	4	141.20	140.82	
MO	2000	1	142.92	142.97	
MO	2000	2	146.77	145.61	
MO	2000	3	148.06	146.83	
MO	2000	4	149.89	149.50	
MO	2001	1	150.82	150.93	
MO	2001	2	155.32	154.04	
MO	2001	3	157.10	155.76	
MO	2001	4	158.09	157.69	
MO	2002	1	159.19	159.36	
MO	2002	2	162.45	161.11	
MO	2002	3	164.66	163.15	
MO	2002	4	166.05	165.69	
MO	2003	1	167.92	168.12	
MO	2003	2	170.99	169.60	
MO	2003	3	174.41	172.66	
MO	2003	4	175.54	175.29	
MO	2004	1	177.85	178.10	
MO	2004	2	181.57	180.12	
MO	2004	3	184.21	182.10	
MO	2004	4	185.43	185.38	
MO	2005	1	186.66	187.07	
MO	2005	2	192.26	190.58	
MO	2005	3	195.58	193.06	
MO	2005	4	195.82	196.07	
MO	2006	1	197.90	198.53	
MO	2006	2	201.03	199.04	
MO	2006	3	203.55	200.66	
MO	2006	4	201.26	201.80	
MO	2007	1	202.42	203.34	
MO	2007	2	204.71	202.37	
MO	2007	3	205.32	202.17	
MO	2007	4	198.58	199.40	
MO	2008	1	193.89	195.00	
MO	2008	2	197.19	194.71	
MO	2008	3	194.23	191.00	
MO	2008	4	187.67	188.63	
MO	2009	1	188.72	190.09	
MO	2009	2	190.43	187.80	
MO	2009	3	189.86	186.52	
MO	2009	4	186.57	187.66	
MO	2010	1	181.44	182.94	
MO	2010	2	188.08	185.40	
MO	2010	3	184.71	181.31	
MO	2010	4	175.64	176.67	
MO	2011	1	171.41	173.02	
MO	2011	2	174.79	172.24	
MO	2011	3	177.60	174.30	
MO	2011	4	173.62	174.54	
MO	2012	1	174.22	176.01	
MO	2012	2	179.21	176.59	
MO	2012	3	180.15	176.81	
MO	2012	4	177.94	178.74	
MO	2013	1	178.99	180.94	
MO	2013	2	185.08	182.33	
MO	2013	3	187.55	184.23	
MO	2013	4	183.93	184.56	
MO	2014	1	183.70	185.72	
MO	2014	2	190.98	188.10	
MO	2014	3	193.00	189.80	
MO	2014	4	191.60	192.12	
MO	2015	1	189.98	191.94	
MO	2015	2	198.07	195.10	
MO	2015	3	200.50	197.47	
MO	2015	4	199.86	200.24	
MO	2016	1	202.84	204.77	
MO	2016	2	206.96	203.88	
MO	2016	3	210.70	207.79	
MO	2016	4	210.53	210.88	
MO	2017	1	210.46	212.11	
MO	2017	2	220.25	217.10	
MO	2017	3	221.67	218.87	
MO	2017	4	221.06	221.36	
MO	2018	1	224.89	226.42	
MO	2018	2	231.34	228.03	
MO	2018	3	234.85	232.10	
MO	2018	4	234.76	235.20	
MO	2019	1	236.27	237.59	
MO	2019	2	243.29	239.75	
MO	2019	3	245.91	243.15	
MO	2019	4	249.08	249.74	
MO	2020	1	251.89	253.22	
MO	2020	2	259.36	255.28	
MO	2020	3	269.33	266.37	
MO	2020	4	275.14	276.26	
MO	2021	1	284.52	285.94	
MO	2021	2	302.15	297.05	
MO	2021	3	311.31	307.80	
MO	2021	4	316.78	318.56	
MO	2022	1	329.65	331.41	
MO	2022	2	347.58	341.21	
MO	2022	3	346.24	342.17	
MO	2022	4	343.50	345.99	
MO	2023	1	349.67	351.57	
MO	2023	2	366.86	359.79	
MO	2023	3	371.45	366.89	
MO	2023	4	369.78	372.87	
MO	2024	1	376.70	378.85	
MO	2024	2	391.09	383.31	
MO	2024	3	393.07	388.13	
MO	2024	4	387.93	391.36	
MO	2025	1	393.47	395.79	
MS	1991	1	100.00	100.00	
MS	1991	2	98.64	98.92	
MS	1991	3	98.59	99.25	
MS	1991	4	100.15	100.88	
MS	1992	1	103.05	103.13	
MS	1992	2	103.26	103.55	
MS	1992	3	103.07	103.73	
MS	1992	4	103.38	104.07	
MS	1993	1	104.89	105.13	
MS	1993	2	106.00	106.27	
MS	1993	3	107.41	107.99	
MS	1993	4	108.86	109.52	
MS	1994	1	110.65	111.11	
MS	1994	2	112.81	113.07	
MS	1994	3	113.57	114.06	
MS	1994	4	114.75	115.40	
MS	1995	1	115.52	116.21	
MS	1995	2	117.31	117.54	
MS	1995	3	118.42	118.82	
MS	1995	4	119.56	120.24	
MS	1996	1	119.68	120.52	
MS	1996	2	121.19	121.38	
MS	1996	3	123.66	123.97	
MS	1996	4	123.80	124.55	
MS	1997	1	124.27	125.22	
MS	1997	2	126.07	126.23	
MS	1997	3	126.51	126.73	
MS	1997	4	126.82	127.68	
MS	1998	1	128.89	129.92	
MS	1998	2	130.89	131.01	
MS	1998	3	131.49	131.64	
MS	1998	4	133.29	134.28	
MS	1999	1	134.93	136.03	
MS	1999	2	137.02	137.13	
MS	1999	3	138.12	138.24	
MS	1999	4	137.25	138.28	
MS	2000	1	138.24	139.37	
MS	2000	2	141.31	141.48	
MS	2000	3	142.48	142.57	
MS	2000	4	141.56	142.58	
MS	2001	1	141.97	143.12	
MS	2001	2	144.53	144.79	
MS	2001	3	145.92	145.99	
MS	2001	4	146.47	147.47	
MS	2002	1	146.91	148.07	
MS	2002	2	147.00	147.35	
MS	2002	3	149.76	149.86	
MS	2002	4	151.25	152.18	
MS	2003	1	152.19	153.38	
MS	2003	2	153.40	153.81	
MS	2003	3	154.68	154.87	
MS	2003	4	154.46	155.32	
MS	2004	1	156.42	157.64	
MS	2004	2	159.76	160.17	
MS	2004	3	161.88	162.20	
MS	2004	4	161.69	162.44	
MS	2005	1	165.05	166.51	
MS	2005	2	168.25	168.50	
MS	2005	3	172.59	172.99	
MS	2005	4	177.92	178.62	
MS	2006	1	179.52	181.50	
MS	2006	2	185.77	185.79	
MS	2006	3	188.16	188.47	
MS	2006	4	191.12	191.78	
MS	2007	1	193.68	196.48	
MS	2007	2	195.10	194.78	
MS	2007	3	193.30	193.25	
MS	2007	4	193.98	194.71	
MS	2008	1	189.72	193.14	
MS	2008	2	192.05	191.42	
MS	2008	3	186.01	185.53	
MS	2008	4	186.53	187.33	
MS	2009	1	177.10	180.88	
MS	2009	2	182.97	182.12	
MS	2009	3	183.52	182.61	
MS	2009	4	177.25	178.24	
MS	2010	1	173.26	177.28	
MS	2010	2	177.16	176.15	
MS	2010	3	177.00	175.91	
MS	2010	4	172.70	173.92	
MS	2011	1	167.95	171.79	
MS	2011	2	174.21	173.16	
MS	2011	3	174.07	172.98	
MS	2011	4	175.28	176.82	
MS	2012	1	169.65	173.09	
MS	2012	2	174.26	173.20	
MS	2012	3	177.09	176.38	
MS	2012	4	174.85	176.45	
MS	2013	1	176.11	179.07	
MS	2013	2	180.95	180.00	
MS	2013	3	178.13	177.90	
MS	2013	4	176.66	178.21	
MS	2014	1	176.96	179.38	
MS	2014	2	180.73	179.90	
MS	2014	3	181.81	182.11	
MS	2014	4	179.67	181.04	
MS	2015	1	182.95	184.98	
MS	2015	2	185.93	185.27	
MS	2015	3	185.22	185.92	
MS	2015	4	188.61	189.81	
MS	2016	1	187.68	189.49	
MS	2016	2	190.87	190.36	
MS	2016	3	190.97	191.97	
MS	2016	4	193.36	194.29	
MS	2017	1	192.71	194.50	
MS	2017	2	196.09	195.82	
MS	2017	3	198.11	199.08	
MS	2017	4	193.47	194.28	
MS	2018	1	198.81	200.68	
MS	2018	2	202.72	202.67	
MS	2018	3	201.77	202.51	
MS	2018	4	205.01	205.85	
MS	2019	1	205.04	207.08	
MS	2019	2	208.24	208.45	
MS	2019	3	210.63	210.84	
MS	2019	4	211.28	212.40	
MS	2020	1	213.55	215.77	
MS	2020	2	218.98	219.45	
MS	2020	3	225.06	224.67	
MS	2020	4	228.15	229.59	
MS	2021	1	233.74	236.32	
MS	2021	2	243.11	243.87	
MS	2021	3	253.71	252.62	
MS	2021	4	264.44	266.45	
MS	2022	1	270.86	273.85	
MS	2022	2	281.21	282.32	
MS	2022	3	291.17	289.59	
MS	2022	4	283.01	285.13	
MS	2023	1	288.95	292.23	
MS	2023	2	297.28	298.68	
MS	2023	3	298.30	296.48	
MS	2023	4	314.07	316.41	
MS	2024	1	297.08	300.40	
MS	2024	2	307.50	309.11	
MS	2024	3	313.43	311.62	
MS	2024	4	310.86	312.86	
MS	2025	1	313.21	316.80	
MT	1991	1	100.00	100.00	
MT	1991	2	103.75	102.98	
MT	1991	3	105.95	105.51	
MT	1991	4	110.55	109.25	
MT	1992	1	111.62	111.65	
MT	1992	2	113.96	113.14	
MT	1992	3	117.62	117.03	
MT	1992	4	121.11	119.77	
MT	1993	1	124.09	124.17	
MT	1993	2	129.21	128.30	
MT	1993	3	131.78	130.86	
MT	1993	4	136.52	135.26	
MT	1994	1	137.46	137.53	
MT	1994	2	144.92	143.92	
MT	1994	3	143.51	142.26	
MT	1994	4	146.81	145.74	
MT	1995	1	147.31	147.34	
MT	1995	2	149.71	148.66	
MT	1995	3	154.61	153.04	
MT	1995	4	153.34	152.52	
MT	1996	1	153.68	153.62	
MT	1996	2	157.20	156.11	
MT	1996	3	159.71	157.92	
MT	1996	4	158.11	157.46	
MT	1997	1	160.66	160.54	
MT	1997	2	160.84	159.74	
MT	1997	3	160.58	158.64	
MT	1997	4	161.12	160.64	
MT	1998	1	162.25	162.06	
MT	1998	2	163.54	162.39	
MT	1998	3	165.36	163.40	
MT	1998	4	165.52	165.05	
MT	1999	1	165.09	164.89	
MT	1999	2	169.44	168.20	
MT	1999	3	173.02	171.02	
MT	1999	4	172.09	171.53	
MT	2000	1	173.07	172.97	
MT	2000	2	175.86	174.49	
MT	2000	3	179.05	176.95	
MT	2000	4	178.29	177.71	
MT	2001	1	183.80	183.85	
MT	2001	2	185.72	184.15	
MT	2001	3	186.71	184.42	
MT	2001	4	189.54	189.03	
MT	2002	1	192.59	192.85	
MT	2002	2	195.90	193.95	
MT	2002	3	201.14	198.71	
MT	2002	4	202.45	202.04	
MT	2003	1	204.83	205.17	
MT	2003	2	213.99	211.64	
MT	2003	3	219.63	217.00	
MT	2003	4	221.40	221.06	
MT	2004	1	223.08	223.56	
MT	2004	2	235.13	232.25	
MT	2004	3	240.97	238.25	
MT	2004	4	243.58	243.29	
MT	2005	1	249.79	250.19	
MT	2005	2	262.53	259.33	
MT	2005	3	267.23	264.27	
MT	2005	4	273.71	273.51	
MT	2006	1	282.40	282.50	
MT	2006	2	290.98	287.62	
MT	2006	3	298.38	295.21	
MT	2006	4	300.11	299.92	
MT	2007	1	304.09	303.62	
MT	2007	2	313.49	310.56	
MT	2007	3	314.06	310.41	
MT	2007	4	314.56	314.41	
MT	2008	1	314.40	313.74	
MT	2008	2	311.19	308.62	
MT	2008	3	312.08	308.30	
MT	2008	4	298.90	298.61	
MT	2009	1	305.36	304.83	
MT	2009	2	299.95	297.59	
MT	2009	3	300.37	296.67	
MT	2009	4	296.10	295.61	
MT	2010	1	294.79	294.51	
MT	2010	2	292.38	289.87	
MT	2010	3	290.84	287.63	
MT	2010	4	277.63	276.80	
MT	2011	1	272.80	272.64	
MT	2011	2	283.22	280.73	
MT	2011	3	283.69	280.86	
MT	2011	4	285.71	284.63	
MT	2012	1	283.36	283.20	
MT	2012	2	289.62	286.90	
MT	2012	3	290.44	287.99	
MT	2012	4	299.28	297.91	
MT	2013	1	304.50	304.15	
MT	2013	2	306.78	303.95	
MT	2013	3	307.85	305.47	
MT	2013	4	311.63	310.20	
MT	2014	1	314.08	313.49	
MT	2014	2	318.63	315.79	
MT	2014	3	324.86	322.30	
MT	2014	4	323.56	322.19	
MT	2015	1	327.89	327.25	
MT	2015	2	332.27	329.49	
MT	2015	3	334.42	331.14	
MT	2015	4	335.88	334.82	
MT	2016	1	339.53	339.40	
MT	2016	2	344.89	341.60	
MT	2016	3	348.50	344.54	
MT	2016	4	357.98	357.20	
MT	2017	1	355.09	355.75	
MT	2017	2	366.19	361.98	
MT	2017	3	372.12	367.60	
MT	2017	4	372.80	372.18	
MT	2018	1	377.16	378.71	
MT	2018	2	386.48	381.21	
MT	2018	3	394.97	390.00	
MT	2018	4	389.97	389.66	
MT	2019	1	389.96	392.12	
MT	2019	2	411.82	405.31	
MT	2019	3	413.12	408.04	
MT	2019	4	415.97	415.87	
MT	2020	1	435.62	438.67	
MT	2020	2	434.30	426.21	
MT	2020	3	457.40	452.39	
MT	2020	4	479.44	479.53	
MT	2021	1	500.04	503.80	
MT	2021	2	539.79	528.61	
MT	2021	3	576.74	571.53	
MT	2021	4	595.00	594.55	
MT	2022	1	622.78	627.92	
MT	2022	2	667.09	652.77	
MT	2022	3	653.20	647.72	
MT	2022	4	659.95	659.16	
MT	2023	1	659.00	664.58	
MT	2023	2	693.97	679.03	
MT	2023	3	683.58	678.12	
MT	2023	4	688.66	687.15	
MT	2024	1	692.60	698.99	
MT	2024	2	721.79	706.28	
MT	2024	3	730.68	724.79	
MT	2024	4	735.36	733.50	
MT	2025	1	718.98	725.75	
NC	1991	1	100.00	100.00	
NC	1991	2	100.30	99.99	
NC	1991	3	100.17	99.76	
NC	1991	4	101.54	100.96	
NC	1992	1	101.89	101.90	
NC	1992	2	102.23	101.92	
NC	1992	3	103.78	103.33	
NC	1992	4	104.64	104.08	
NC	1993	1	104.04	104.04	
NC	1993	2	105.91	105.59	
NC	1993	3	107.00	106.48	
NC	1993	4	108.27	107.75	
NC	1994	1	109.29	109.29	
NC	1994	2	111.33	110.96	
NC	1994	3	113.26	112.67	
NC	1994	4	114.67	114.21	
NC	1995	1	115.36	115.36	
NC	1995	2	116.68	116.25	
NC	1995	3	118.25	117.58	
NC	1995	4	119.29	118.90	
NC	1996	1	120.74	120.75	
NC	1996	2	122.02	121.50	
NC	1996	3	124.06	123.36	
NC	1996	4	124.45	124.12	
NC	1997	1	125.59	125.58	
NC	1997	2	127.80	127.21	
NC	1997	3	128.51	127.76	
NC	1997	4	129.59	129.32	
NC	1998	1	130.41	130.41	
NC	1998	2	132.30	131.62	
NC	1998	3	133.94	133.17	
NC	1998	4	134.86	134.65	
NC	1999	1	135.99	135.94	
NC	1999	2	138.31	137.58	
NC	1999	3	139.54	138.71	
NC	1999	4	140.62	140.49	
NC	2000	1	141.06	140.95	
NC	2000	2	143.44	142.70	
NC	2000	3	145.30	144.41	
NC	2000	4	145.57	145.50	
NC	2001	1	147.04	146.84	
NC	2001	2	148.66	147.94	
NC	2001	3	149.61	148.67	
NC	2001	4	149.21	149.20	
NC	2002	1	151.02	150.75	
NC	2002	2	152.39	151.67	
NC	2002	3	153.96	153.00	
NC	2002	4	154.49	154.49	
NC	2003	1	156.15	155.83	
NC	2003	2	157.30	156.58	
NC	2003	3	158.77	157.82	
NC	2003	4	159.11	159.07	
NC	2004	1	160.98	160.66	
NC	2004	2	165.11	164.34	
NC	2004	3	166.22	165.24	
NC	2004	4	168.61	168.51	
NC	2005	1	171.92	171.74	
NC	2005	2	175.21	174.22	
NC	2005	3	178.80	177.77	
NC	2005	4	181.85	181.71	
NC	2006	1	185.41	185.48	
NC	2006	2	189.09	187.78	
NC	2006	3	192.18	191.03	
NC	2006	4	195.52	195.36	
NC	2007	1	197.05	197.54	
NC	2007	2	199.89	198.12	
NC	2007	3	201.09	199.88	
